"","text"
"438"," sj hashtaggriswold daveusmc cnn pushing fake news  im shockedshocked   ya "
"439","cnn damn   strong   point"
"440","lopez turns emotional  public support  cnnphnewsnight live "
"441"," cnnpolitics  acting attorney general sally yates  president trumps travel ban arguments    based  truth "
"442","  small business owners  obamacare repealed cnn   show  poll "
"443","increadible  moms simple trick  burns body fat easily   "
"444"," owners   ftlong rabbit found dead   transatlantic united flight  compensation   topstories"
"445","trump plans  ban controversial flashlight manufacturer   inventory  free   "
"446"," sethabramson    oreilly  send watters  ambushinterview lib profs  cnn  ambush kushner     sec"
"447","judges  divided  trumps travel ban  cnn  "
"448","cnn    killed  air marshal  mistaking    giant rat "
"449"," stockgonewild prge  thin  great news  buffet signofthetimesmusicvideo stocks msnbc cnbc cnn"
"450"," cnni chinas version  uber  ready  compete   global stage  launching  english version   app "
"451","men  ancient root kills  ed tonight  free   "
"452","cnn    single tweet  report  cnn prior   scumbag turning   police"
"453","djamesbrown jaketapper cnn  makes  cry         covered"
"454","obama returns  spotlight  speak   climate change "
"455","gsmartin cnn normeisen hes  gross   listen        face   long repugnant"
"456","   media reports   fits  political thinking totally biased amp slanted
cnn
nytimes "
"457","increadible  moms simple trick  burns body fat easily   "
"458","judges  divided  trumps travel ban  cnn cnn judges  divided  trumps travel ban cnn cnn "
"459"," cnn gop congressman  dies   dont  access  health care  "
"460"," reasons    season "
"461"," thehill cnn anchor trumps tweet  sally yates  witness intimidation  "
"462","kazeskyz cernovich donlemon scottienhughes kfile dylanbyers brianstelter  clowns  cnn  unwatchabl "
"463"," gop senators  battle   health care   harradox"
"464","genius pill banned   united states   "
"465","    theyre  james patterson   team   hand selected bill clinton reps  writing   "
"466","irish beach returns   years  sea "
"467","cnn reports  gop senators  battle   health care "
"468","cnn  drug trade  demand  supply driven  wall     demand issue  wall   drive   price  crime"
"469","trumps insult ignites colberts smackdown cnn "
"470"," kennyxit news trump trump urged  show wiretapping proof  cnn newsroom   youtube"
"471"," sethabramson cnn  reporting  major news  comey  briefed clapper  due respect  reported   proof  weeks "
"472","cnn   speech"
"473","climate change expected  make turbulence stronger   frequent "
"474"," balloonsdreamer      hear   facts  cnn  msnbc  "
"475","cnn id boot ya     people   cockroaches"
"476","jimmy carter  sanders  yall    voted    cnn "
"477"," michakobs khansheikhoun bomb remains odab   khab sarin bomb
hrw amp bellingcat wrong 

cnn spiegel nytimes guardian "
"478"," thesixthlens gops message  americans youre     "
"479"," bocavista hillary liedagain

james clapper   agencies   made russia assessment


maga "
"480","cnn admits democrats lied  sell obamacare   american people "
"481"," grandparents oldschool parenting putting kids  risk  cnn "
"482"," ronraj judges  divided  trumps travel ban "
"483"," cnnpolitics  things  learned   sally yates hearing  "
"484"," agulstontv minister  works  transport rohan sinanan addresses  cargo badge concerns tvme tvtnt "
"485","cnn      build  dam "
"486"," yates testimony   pressing question      white house  days  fire flynn  "
"487"," fansofpotus hey cnn     crowd chanting cnn sucks live   channel lets    rts   
trump"
"488","cowboy battles businessman  house seat "
"489","men  ancient root kills  ed tonight  free   "
"490"," joshuapaulshow trending  cnn canadian journalist asked  leave kushner family event      "
"491"," cnn speakerryan called  realdonaldtrump   denouncing white supremacists groups  "
"492","cnn love  man"
"493","cnn   democrat seats lost   years   amazing"
"494","netanyahu cnn   york times  fake news video  american lookout "
"495"," cnnphilippines    ateneo lady eagles adjust  life  star setter jia morado juliacmorado "
"496","actuallythat   bill clinton   team  writers working  james patterson "
"497","cnn      reminder  fortunate        longer potus   speaks  reminds   daily"
"498","cnn wait  alsharptonrev hears   itll    polices fault"
"499","cnn awwwww poor hillaryclinton     handle putin    achilles heel russianreset"
"500","cnn     charge nowadays"
"501","st rule   flat belly lose  kilo  day   bizarre trick   "
"502"," cnni exercise addiction   damaging consequences    warning signs    visible   "
"503","cnn  evidence  trump  evidence    obama admin broke  law leaking classified information "
"504","cnn     verify  allegation esp bc yates   bho appointee ampbc  dont  fire   appointee wo knowing"
"505"," leathershirts       heard  fucking representative   country   "
"506","cnn donald trump jr respectfully       fuck "
"507"," cnni  measles outbreak  minnesota    prevented  vaccines health officials   "
"508","cnn   dont book jeffrey lords  jack kingston   losing alot  viewers     stand  "
"509","gops message  americans youre     "
"510","starrquick cnn read  correction"
"511"," rockzzzashwin saahilmenghani arvindkejriwal tehseenp bro ru    tweet   ru   evms   hacked didnt "
"512"," post  things  tuesday   russia afghanistan life expectancy "
"513","judges  divided  trumps travel ban "
"514","billionaire joins twitter  fight media "
"515","cnn  guy   italy    neighborhood"
"516","cnn      momma  lost  shit  made  turn   lol"
"517","sotto meets  federation  solo parents  cnnphnewsnight live "
"518","latest  afghanistan options expected  hit trumps desk  week cnnpolitics "
"519"," president trumps emphasis  border security drug smugglers continue     cnn  cnvey"
"520"," shocking secret fixes erectile dysfunction  wives  speechless   "
"521","sen franken leaves doj lawyer speechless cnnpolitics "
"522","unodc eu nigeria organise workshop  gender dimensions  criminal justice responses  terrorism "
"523","st rule   flat belly lose  kilo  day   bizarre trick   "
"524"," sundaytimesza  reasons  sa  blessed  treasures   cnn  "
"525","cnn create  federal law proof   legal citizenship required   healthcare education housing food "
"526"," added  video   youtube playlist  cnn host  dems  stop   rude"
"527"," davideburke congressman  meehan admits  house republicans hypocritically voted   bill  dont understand ahca "
"528","trump plans  ban controversial flashlight manufacturer   inventory  free   "
"529","cnn clapper didntdoesnt  access   info   doesnt work   govt anymore andor  fbi lol"
"530"," modern day titanic   live  cnntravel           greedy sobs "
"531"," lynnepingoy lady spikers guestings
ukg
showtime
cnn ph
asap
ggv
eat bulaga  en poy
twba
tv patrol
sports 
 score
"
"532"," raheemkassam cnn anchor    syrian  trash trump  support hillaryopen borders

 spoiler alert  fails  time"
"533"," antitrumpreport  president  threatening  witness cnn legal expert calls trumps sally yates tweets disturbing sallyyatesisa"
"534","  attempts  find  rabbit consolation           active night  twitter  mea "
"535","saahilmenghani arvindkejriwal tehseenp lol cnn journo iq"
"536"," madfiest  love   news sites  trolled  parody accounts 
cc seanspicier "
"537"," cnn emmanuel macron   frances  president defeating  farright rival marine le pen      "
"538"," cnn youd   late   meeting       "
"539","wow steve rattner  dropped  major facts  realdonaldtrump budgetits pretty  powerless morningjoe hughhewitt cnn"
"540","jakarta governor ahok sentenced   years  prison   found guilty    dekteknik  cnvey"
"541","clapper putin sought  advantage trump "
"542"," donie pepe  sometimesracist internet frog  dead   "
"543","jakarta governor ahok sentenced   years  prison   found guilty    shalatduha  cnvey"
"544","st rule   flat belly lose  kilo  day   bizarre trick   "
"545","shocking  navy seal flashlight  banned  trump  dont   long     "
"546","cnn   wait  long  fire flynn    made clear   lied   vulnerable  russian blackmailing"
"547"," shoholanana  modern day titanic   live  cnntravel          titanic wit"
"548","cnn     questions  sally yates"
"549","cnn     plot involves banging   year  intern"
"550","cnn left wing propaganda sickening"
"551","st rule   flat belly lose  kilo  day   bizarre trick   "
"552","cnn sad  hear  james    wont  buying "
"553","cnn  bet  speech   riveting"
"554","genius pill banned   united states   "
"555","mayor rahm head  sand  working cnn latimes "
"556"," davideburke  huge corporation guilty  stealing  american consumers corporations   oversight  
"
"557","trekkietrump julanijulani facethetree prisonplanet hes     emotionallyladen victimword "
"558","pangilinan  senators  oppose death penalty bill  cnnphnewsnight live "
"559"," hashtaggriswold    debunking  piece    "
"560"," sweej cnn   gross miscarriage  justice  innocent man  framed   bunch  evil bastards  theyre    "
"561","exploitation   connection  power  event drew  lot  attention   chinese side precisely   "
"562"," rabiumakarfi elusive street artist banksy reveals   mural  england   worker chipping  star   cn"
"563"," puppymnkey      fears      bunch  conspiracy theorists    real conspiracy   facts "
"564","cnn     glorious leader   cut funding   coast guard    main jobs  drug interdiction confused"
"565","gop congressman   fellow republicans  irresponsible  celebrate  ahca   "
"566"," penn state critics claim   handle  hazing cnni "
"567","clapper putin sought  advantage trump cnn "
"568"," haaretzcom netanyahu accused cnn nyt   fake news   factchecked  factcheck "
"569","georgeeheibel cnn im    truth  cnn   hard time  thati   news     newsdont   news report "
"570"," americanpro kwilli reallyo sheriffclarke   love sheriff clarke  champion  freedom realdonaldtrump nytimes cnn"
"571"," cnni heres  early   elon musks  grand idea fixing large cities traffic nightmare  tunneling underground "
"572","genius pill banned   united states   "
"573"," massmont immigrant  killed boston doctors  bank robbing rapsheet   worldnetdaily dnc msnbc cnn"
"574","theclaudiainez cnn read cnn corrrection misleading"
"575","limitless pill leaked   drug wall street traders    "
"576","interior department freezes work     science advisory boards    cnnbrk "
"577","aamaadmiparty bjpdelhi aamaadmiparty    divert  attention   issues   party  goin "
"578"," sally yates testimony  monday  questions   trump white house   cnn vi "
"579","    video   guy ties  drugs     lets   im   makes    wall  "
"580"," dashannestokes correction trumprussia    cnn    stopped giving   coverage "
"581","pretty sad     entire group  people   stopped  assault  happening   filmed  "
"582"," newday  show  anchors chriscuomo  alisyncamerota begins  watch live  cnn  "
"583","jennahjusten johnleguizamo agschneiderman cnn  wont   gop controls  supreme court   "
"584","check   article  yates  questions   trump white house  article posted     "
"585","  republicans    guy    running  country hes  embarrassment  america amp  "
"586","check   article  pledge trumps wall     illegal drugs  article posted   "
"587"," ruthlex  injustice  law resistance   dutybringbackourinternet abc foxnews bbcbreaking nytimes wsj washing"
"588","check   article   fights republican senators    health care  article posted    "
"589","deepika    good  cnn news faceoff pgme yesterday"
"590"," dtrumpexposed cnn abc cbs  nbc  refused  run  fake news trump ad

retweet   applaud  actions cnn abcpolit"
"591"," dougkass cnn   berkshire hathaway meeting charlie munger stole  show 
"
"592","siriusxm   cancel  subscription  glen beck  dropped  moved   bad   cnn foxnews"
"593","cnn   president obama  speak  climate change  food supply   seeds  chips summit   "
"594","cnn  president trumps emphasis  border security drug smugglers continue   waterway routes   "
"595","cnn     trumps wall      security  smuggling    money amp land grab wrapped  xenophobia"
"596"," lgaairport censors cnn feed   gates   cover airline incidents  "
"597"," cnni researchers  developing  prosthetic arm   camera    identify objects     appropriately "
"598","cnn   people   "
"599","tlacostranostra cnn      fox news"
"600","melrose place actor antonio sabato jr  running  congress  cnn "
"601","st rule   flat belly lose  kilo  day   bizarre trick   "
"602","suspected npa member arrested  bukidnon  cnnphnewsnight live "
"603","cnn   rabbit eat  owners   plane companies suing  rabbit   werent payed "
"604","dva se une al plantel de heroes   storm  "
"605"," euvoteleaverd  brilliant katiehopkins sums   fakery  
emmanuelmacron  bbc sky usa uk eu "
"606"," thehill netanyahu slams cnn  york times  fake news  hamas story  "
"607"," cnn samsungs siri rival wont  ready  galaxy ss  launch  "
"608","cnnnews  cnn   carrying  news globally today"
"609","  rightists  curse  trumps    cnni 
"
"610","cubanmofo cnn   year  woman    trouble  walking  dogs

youre  idiot

 kids  fcking animals"
"611","nyc thomasb  cnn    cnn supported president trump amp stop fighting       "
"612"," cnnbelief  key lessons   popes surprise ted talk "
"613","  president obama  speak  climate change  food supply   seeds  chips summit  italy "
"614"," dont  viagra     daily  cures erectile dysfunction   "
"615","warning signs "
"616"," galtsgultch  bias herejust cnns christiane amanpour dances  macrons victory
trump sallyyates mondaymotivation flynn lep"
"617","cnn  fictional story   president  wild sex   white house  impeachment    haiti   fiction"
"618"," leswankjuice    thugsthis     nervous  theyre aroundall  drugs  country music "
"619","ezekielmutua children   vulnerable  harmful online content ctv ntv cnn kfcbbansbluewhale "
"620"," administration   corrupt    stop "
"621"," cnnpolitics dc festival driven   concern   wellbeing  urban communities   trump administration "
"622","climate change  make turbulence stronger   frequent 
"
"623","cnn  cnnisfakenews  
 wall  enable  enforcement  resources     monitoring  waterways
buildthewall fakenews"
"624"," cnn gop congressman   fellow republicans  irresponsible  celebrate  ahca passage   white house "
"625","cnn    discovered    ocean borders   long unguarded border  canada"
"626"," natnewswatch canadian journalist asked  leave kushner family event  china cnnpolitics "
"627"," nicrobertsoncnn obama milan italy  major speech  leaving office seedsandchips climatechange food   "
"628"," robgetz lol  cnn  read  cnn    impeachable   twitter   cnn article  dont count president trump  "
"629","cnn    cnn supported president trump amp stop fighting           bo "
"630"," cnn researchers  found  superearth  lightyears     sweet spot   stars habitable zone "
